30
Generated by Pramit Barua,Master student in Karlsruhe Institute of Technology(KIT). This code is written as a project of master thesis
0 0.61485 0.0 1.42
1 3.0743621467478057 0.0 1.42
2 5.533874293495611 0.0 1.42
3 7.993386440243416 0.0 1.42
4 10.452898586991221 0.0 1.42
5 12.912410733739026 0.0 1.42
6 15.371922880486835 0.0 1.42
7 17.83143502723464 0.0 1.42
8 20.290947173982445 0.0 1.42
9 11.403848586991222 4.6158 1.42
10 0.61485 0.0 5.68
11 3.0743621467478057 0.0 5.68
12 5.533874293495611 0.0 5.68
13 7.993386440243416 0.0 5.68
14 10.452898586991221 0.0 5.68
15 12.912410733739026 0.0 5.68
16 15.371922880486835 0.0 5.68
17 17.83143502723464 0.0 5.68
18 20.290947173982445 0.0 5.68
19 11.403848586991222 4.6158 5.679999999999999
20 0.61485 0.0 9.94
21 3.0743621467478057 0.0 9.94
22 5.533874293495611 0.0 9.94
23 7.993386440243416 0.0 9.94
24 10.452898586991221 0.0 9.94
25 12.912410733739026 0.0 9.94
26 15.371922880486835 0.0 9.94
27 17.83143502723464 0.0 9.94
28 20.290947173982445 0.0 9.94
29 11.403848586991222 4.6158 9.940000000000001
